Garanhão,Proprietário,Data de Produção (Embriovet),Origem Externa / Referência,Palhetas Produzidas,Qualidade (%),Motilidade (%),Concentração (milhões/mL),Dose inseminante (DI),Local Armazenagem,Certificado,Existência Atual,Observações
Husseim,,2020-01-04,,19.0,,,,8,"4 | 8, 2º andar | gobelets",,19,
Husseim,,2020-01-05,,17.0,,,,8,"2 | 4, 1º andar | gobelets",,17,
Husseim,,2020-01-06,,26.0,50.0,40.0,325.0,8,"6 | 10, 2º andar | quadrante 4",,26,
Husseim,,2020-01-07,,22.0,40.0,35.0,267.0,8,"6 | 10, 2º andar | gobelets",,22,
Husseim,,2020-01-08,,35.0,30.0,30.0,213.0,8,"6 | 10, 2º andar | quadrante 2",,35,
Husseim,,2020-01-09,,27.0,35.0,30.0,209.0,8,"6 | 10, 2º andar | quadrante 3",,27,
Husseim,,2020-01-11,,26.0,,,,8,"7 | 7, 1º andar | gobelets",,26,
I-Tira Picos,,2021-10-08,,31.0,,,,10,"5 | 9, 2º andar | quadrante 4",,31,
I-Tira Picos,,2021-10-09,,33.0,,,,10,"1 | 1, 2º andar | quadrante 1",,29,
I-Tira Picos,,2021-10-10,,23.0,,,,10,,,23,
I-Tira Picos,,2021-10-11,,15.0,,,,10,"1 | 9, 2º andar | quadrante 4",,15,
I-Tira Picos,,2021-10-12,,19.0,,,,10,"8 | 4, 2º andar | quadrante 4",,19,
I-Tira Picos,,2021-10-13,,30.0,,,,10,"1 | 1, 2º andar | quadrante 2",,18,
I-Tira Picos,,2021-10-14,,16.0,,,,10,"1 | 1, 2º andar | quadrante 4",,12,
I-Tira Picos,,2021-10-15,,27.0,,,,10,"2 | 8, 1º andar | quadrante 3",,27,
I-Tira Picos,,2021-10-16,,42.0,,,,10,"3 | 4, 2º andar | quadrante 2",,42,
I-Tira Picos,,2021-10-17,,39.0,,,,10,"5 | 9, 2º andar | quadrante 3",,39,
I-Tira Picos,,2021-10-18,,27.0,,,,10,"2 | 4, 2º andar | quadrante 2",,27,
Ibérico,,2023-08-17,,36.0,25.0,15.0,181.0,10,,,36,
Ibérico,,2023-08-18,,68.0,30.0,25.0,211.0,10,,,68,
Ibérico,,2023-08-19,,40.0,25.0,15.0,226.0,10,,,40,
Ibérico,,2023-08-20,,49.0,25.0,20.0,,10,,,49,
Ídolo d'Atela,,2018-05-29,,14.0,45.0,35.0,,8,"1 | 6, 1º andar | 2 gobelets",,14,
Ídolo d'Atela,,2018-10-29,,28.0,35.0,30.0,254.0,8,"5 | 9, 1º andar | quadrante 1",,6,
Ídolo d'Atela,,2018-10-31,,29.0,45.0,40.0,164.0,8,"5 | 9, 1º andar | hexagono",,19,
Ídolo d'Atela,,2018-11-02,,19.0,20.0,10.0,202.0,8,"5 | 9, 1º andar | quadrante 2",,19,
Ídolo d'Atela,,2018-11-07,,21.0,15.0,20.0,280.0,8,"5 | 9, 1º andar | qudrante 3",,21,
Ídolo d'Atela,,2018-11-09,,14.0,35.0,40.0,224.0,8,"5 | 9, 1º andar | 2 gobelets",,14,
Ídolo d'Atela,,2018-11-14,,18.0,30.0,20.0,206.0,8,"5 | 9, 1º andar | qudrante 3",,18,
Ídolo d'Atela,,2018-11-19,,22.0,35.0,30.0,104.0,8,"3 | 4, 1º andar | quadrante 3",,18,
Ídolo d'Atela,,2018-11-21,,47.0,15.0,10.0,184.0,8,"5 | 9, 1º andar | quadrante 2",,47,
Ídolo d'Atela,,2018-11-23,,34.0,20.0,25.0,173.0,8,"4 | 8, 2º andar | gobelet",,34,
Ídolo d'Atela,,2018-11-27,,20.0,25.0,20.0,118.0,8,"2 | 3, 1º andar | gobelets",,20,
Ídolo d'Atela,,2018-11-29,,25.0,40.0,35.0,233.0,8,"3 | 4, 1º andar | quadrante 3",,21,
Ídolo d'Atela,,2018-11-30,,22.0,25.0,20.0,284.0,8,"2 | 3, 1º andar | gobelets",,22,
Ídolo d'Atela,,2018-12-03,,15.0,,,,8,"4 | 1, 2º andar | 2 gobelets",,15,
Ídolo d'Atela,,2018-12-05,,25.0,45.0,35.0,222.0,8,"5 | 2, 2º andar | quadrante 3",,25,
Ídolo d'Atela,,2018-12-07,,13.0,40.0,35.0,178.0,8,"5 | 2, 2º andar | quadrante 1",,13,
Ídolo d'Atela,,2018-12-10,,33.0,40.0,35.0,292.0,8,"5 | 8, 2º andar | quadrante 1",,33,
Ídolo d'Atela,,2018-12-12,,38.0,30.0,25.0,280.0,8,"3 | 1, 2º andar | quadrante 1",,38,
Ídolo d'Atela,,2018-12-14,,21.0,30.0,20.0,290.0,8,"4 | 7, 2º andar | quadrante 4",,19,
Ídolo d'Atela,,2018-12-17,,38.0,30.0,25.0,184.0,8,"4 | 7, 2º andar | quadrante 2",,35,
Ídolo d'Atela,,2018-12-19,,38.0,50.0,45.0,296.0,8,"3 | 4, 1º andar | quadrante 4",,38,
Iluminati,,2019-03-05,,21.0,40.0,40.0,210.0,6,"6 | 9, 2º andar | 2 gobelets",,8,
Iluminati,,2019-03-06,,27.0,50.0,40.0,268.0,6,"6 | 9, 2º andar | hexagono",,4,
Iluminati,,2019-02-20,,43.0,40.0,35.0,240.0,6,"6 | 9, 1º andar | quadrante 1",,37,
Iluminati,,2019-03-07,,24.0,50.0,45.0,232.0,6,"1 | 1, 2º andar | quadrante 4",,8,
Iluminati,,,05/03/2019B,17.0,55.0,45.0,,6,"3 | 7, 1º andar | quadrante 1",,17,
Iluminati,,2019-03-08,,35.0,,,,6,"4 | 6, 2º andar | quadrante 1",,28,
Iluminati,,,07/03/2019B,33.0,35.0,35.0,228.0,6,"6 | 9, 1º andar | quadrante 3",,30,
Iluminati,,,08/03/2019B,26.0,,,,6,"6 | 9, 1º andar | quadrante 4",,26,
Imperador de Cabeção,,2021-04-10,,35.0,40.0,30.0,149.0,8,"4 | 2, 1º andar | quadrante 2",,15,
Imperador de Cabeção,,2021-04-11,,33.0,40.0,30.0,224.0,8,"6 | 3, 2º andar | quadrante 2",,9,
Imperador de Cabeção,,2021-04-13,,19.0,50.0,40.0,,8,"8 | 7, 2º andar | quadrante 2",,1,
Imperador de Cabeção,,2021-04-14,,20.0,30.0,20.0,190.0,8,,,20,
Imperador de Cabeção,,2021-04-15,,30.0,50.0,40.0,,8,"8 | 7, 2º andar | quadrante 1",,12,
Imperador de Cabeção,,2021-04-17,,25.0,45.0,35.0,160.0,8,"8 | 6, 2º andar | quadrante 1",,3,
Imperador de Cabeção,,2021-04-18,,18.0,35.0,25.0,260.0,8,"7 | 8, 2º andar | quadrante 2",,18,
Imperador de Cabeção,,2021-04-26,,23.0,40.0,30.0,155.0,8,"4 | 9, 2º andar | quadrante 1",,7,
Imperador de Cabeção,,2021-04-29,,58.0,60.0,40.0,,8,"8 | 4, 1º andar | solto",,45,
Imperador de Cabeção,,2021-04-30,,51.0,50.0,45.0,,8,"8 | 8, 1º andar | quadrante 2",,23,
Imperador de Cabeção,,2021-05-01,,43.0,25.0,15.0,152.0,8,"8 | 6, 2º andar | quadrante 3",,43,
Imperador de Cabeção,,2021-05-02,,52.0,25.0,15.0,240.0,8,"4 | 5, 2º andar | quadrante 4",,48,
Imperador de Cabeção,,2021-05-04,,29.0,50.0,40.0,204.0,8,"2 | 3, 2º andar | quadrante 1",,29,
Imperador de Cabeção,,2021-05-05,,40.0,,,,8,,,40,
Imperador de Cabeção,,2021-05-06,,65.0,25.0,25.0,,8,,,33,
Imperador de Cabeção,,2021-05-07,,47.0,40.0,40.0,224.0,8,,,47,
Imperador de Cabeção,,2021-05-09,,41.0,40.0,30.0,321.0,8,,,41,
Imperador de Cabeção,,2021-05-10,,35.0,30.0,30.0,,8,,,35,
Imperador de Cabeção,,2021-05-11,,52.0,30.0,30.0,,8,,,12,
Imperador de Cabeção,,2021-05-12,,35.0,40.0,30.0,,8,,,35,
Imperador de Cabeção,,2021-05-13,,26.0,30.0,20.0,,8,,,26,
Imperador de Cabeção,,2021-05-14,,30.0,,,,8,,,30,
Imperativo,,2021-05-20,,36.0,40.0,30.0,,8,"8 | 2, 1º andar | quadrante 4",,1,
Imperativo,,2021-05-21,,54.0,55.0,40.0,,8,"2 | 3, 2º andar | quadrane 4",,42,
Imperativo,,2021-05-22,,65.0,40.0,35.0,,8,"8 | 8, 1º andar | quadrante 4",,32,
Indigo,,,França,150.0,,,,14,,,17,
Irânico,,2021-01-20,,47.0,,,,1,,,47,
Irânico,,2021-01-21,,43.0,,,,1,,,19,
Irânico,,2021-01-22,,41.0,,,,1,,,10,
Jardim,,,várias,90.0,,,,8,"5 | 10, 1º andar | solto",,39,
Jardim,,,várias,100.0,,,,8,"5 | 10, 1º andar | solto",,14,
Jardim,,,várias,100.0,,,,8,"5 | 10, 1º andar | solto",,3,
Jardim,,,várias,100.0,,,,8,"5 | 10, 1º andar | solto",,10,
Jardim,,,várias,50.0,,,,8,"5 | 10, 1º andar | solto",,47,
Jardim,,,várias,50.0,,,,8,"5 | 10, 1º andar | solto",,49,
Jardim (Spa),,2022-02-21,,33.0,,,,6,"10 | 1, 2º andar | quad 2",,27,
Jardim (Spa),,2022-02-22,,69.0,,,,6,"10 | 4, 1º andar | quad 1",,63,
Jardim (Spa),,2022-02-23,,57.0,,,,6,"10 | 4, 2º andar | quad 4",,57,
Jardim (Spa),,2022-02-24,,54.0,,,,6,"10 | 4, 2º andar | quad 3",,54,
Jasmim Plus,,,Genequino,160.0,,,,5,,,19,
Jerusalem,,2018-12-29,,37.0,55.0,50.0,210.0,,"7 | 4, 1º andar | quadrante 2",,8,
Jerusalem,,2020-05-16,,62.0,,,,,,,52,
Jiu Jitsu,,,França,315.0,,,,5,"8 | 6, 2º andar | quadrante 1,4",,209,
Joker,,2017-08-14,,38.0,50.0,40.0,448.0,8,"5 | 9, 1º andar | quadrante 4",,11,
Joker,,,14/08/2017*,39.0,45.0,30.0,344.0,8,"5 | 9, 1º andar | quadrante 4",,27,
Joker,,2017-08-15,,48.0,55.0,45.0,228.0,8,"5 | 9, 1º andar | quadrante 1",,46,
Joker,,2017-08-16,,41.0,50.0,40.0,208.0,8,"5 | 9, 1º andar | quadrante 3",,34,
Joker,,2017-08-17,,55.0,60.0,50.0,334.0,8,"5 | 9, 1º andar | quadrante 2",,25,
Joker,,2017-08-19,,44.0,55.0,40.0,408.0,8,"3 | 3, 2º andar | quadrante 4",,41,
Joker,,2017-08-21,,51.0,45.0,35.0,265.0,8,"3 | 8, 2º andar | quadrante 4",,47,
Joker,,2017-08-22,,65.0,30.0,25.0,240.0,8,3 | 8 2º andar | quadrante 1,,61,
Joker,,2017-08-23,,46.0,45.0,30.0,320.0,8,"3 | 8, 2º andar | quadrante 3",,33,
Joker,,2017-08-24,,59.0,55.0,40.0,276.0,8,"3 | 8, 2º andar | quadrante 2",,44,
Joker,,2017-08-25,,58.0,50.0,40.0,344.0,8,"5 | 6, 2º andar | quadrante 2",,45,
Joker,,2017-08-27,,44.0,40.0,35.0,322.0,8,"5 | 6, 2º andar | quadrante 3",,22,
Joker,,2017-08-28,,44.0,50.0,40.0,466.0,8,"5 | 6, 2º andar | gobelet,hexagono",,3,
Joker,,2017-08-29,,52.0,40.0,30.0,440.0,8,"5 | 6, 2º andar | quadrante 4",,36,
Joker,,2017-08-30,,39.0,40.0,30.0,458.0,8,"5 | 6, 2º andar | gobelet, hexagono",,33,
Joker,,2017-08-31,,33.0,35.0,30.0,334.0,8,"3 | 8, 2º andar | hexagono",,28,
Joker,,2017-09-01,,24.0,50.0,40.0,308.0,8,"3 | 8, 2º andar | gobelet",,3,
Joker,,2017-09-02,,26.0,60.0,50.0,232.0,8,"3 | 8, 2º andar | gobelet",,13,
Joker,,2017-09-08,,22.0,65.0,50.0,238.0,8,"3 | 8, 2º andar | gobelet",,9,
Joker,,2017-09-10,,41.0,55.0,40.0,214.0,8,"5 | 5, 2º andar | hexagono,gobelet",,9,
Jovian,,,Alemanha,,,,,1,8 | 6 | 2º andar,,31,
Kjento,,,alemanha,,,,,1,,,12,
Labryere,,2016-05-07,,61.0,75.0,55.0,,,"3 | 7, 2º andar | quadrante 2",,37,
Labryere,,2016-05-10,,59.0,,,,,"3 | 7, 2º andar | quadrante 2",,59,
Laos,,2021-04-22,,53.0,50.0,505.0,221.0,,"5 | 3, 2º andar | quadrante 4",,32,
Laos,,2021-04-23,,19.0,60.0,50.0,216.0,,"7 | 5, 2º andar | quadrante 2",,7,
Laos,,2021-04-25,,57.0,45.0,40.0,272.0,,6 | 9,,21,
Laos,,2021-04-25,,32.0,50.0,505.0,266.0,,"8 | 8, 2º andar | quadrante 2",,11,
Laos,,2021-04-26,,19.0,50.0,45.0,220.0,,"8 | 2, 1º andar | quadrante 3",,6,
Laos,,2021-04-27,,47.0,60.0,55.0,215.0,,"2 | 3, 2º andar | quadrante 1",,43,
Laos,,2021-04-28,,52.0,50.0,45.0,183.0,,"3 | 8, 1º andar | quadrante 3",,14,
Laos,,,28.11.2024,47.0,,,,,,,47,
Laos,,,29.11.2024,48.0,,,,,,,48,
Laos,,,30.11.2024,38.0,,,,,,,38,
Laos,,,01.12.2024,40.0,,,,,,,40,
Laos,,,02.12.2024,52.0,,,,,,,34,
Laos,,,26.11.2024A,67.0,,,,,,,35,
Laos,,,27.11.2024A,52.0,,,,,,,32,
Latino das Faias,,2019-12-15,,16.0,20.0,15.0,207.0,,"1 | 3, 2º andar | 2 gobelets",,16,
Latino das Faias,,2019-12-16,,26.0,25.0,20.0,,,"2 | 9, 2º andar | quadrante 1",,26,
Latino das Faias,,2019-12-17,,41.0,,,,,"2 | 9, 2º andar | quadrante 1",,41,
Latino das Faias,,2019-12-18,,53.0,1985.0,,,,"1 | 1, 2º andar | quadrante 3",,53,
Latino das Faias,,2019-12-19,,22.0,,,,,,,22,
Latino das Faias,,2019-12-20,,33.0,30.0,25.0,208.0,,"7 | 2, 2º andar | quadrante 4",,33,
Latino das Faias,,2019-12-21,,39.0,,,,,,,39,
Latino das Faias,,2019-12-22,,36.0,,,,,,,36,
Latino das Faias,,2019-12-23,,34.0,,,,,"4 | 2, 2º andar | quadrante 1",,34,
Latino das Faias,,2019-12-10,,43.0,35.0,30.0,302.0,,,,43,
Latino das Faias,,2019-12-12,,38.0,40.0,30.0,288.0,,,,38,
Latino das Faias,,2019-12-26,,30.0,30.0,30.0,328.0,,,,30,
Latino das Faias,,2019-12-27,,21.0,,,,,,,21,
Latino das Faias,,2019-12-28,,47.0,,,,,,,47,
Lavrador,,2019-03-13,,25.0,40.0,40.0,204.0,6,"6 | 9, 2º andar | hexagono",,1,
Lavrador,,2019-03-14,,28.0,45.0,40.0,200.0,6,"6 | 9, 1º andar | quadrante 2",,4,
Lavrador,,2019-03-15,,25.0,50.0,40.0,232.0,6,"6 | 9, 1º andar | hexagono",,2,
Lavrador,,2019-03-16,,58.0,50.0,45.0,160.0,6,"6 | 9, 1º andar | quadrante 4",,18,
Lavrador,,2019-03-17,,30.0,55.0,45.0,226.0,6,"7 | 4, 1º andar | hexagono",,2,
Lavrador,,2019-03-18,,34.0,45.0,40.0,222.0,6,"5 | 3, 1º andar | hexagono",,28,
Lavrador,,2019-03-19,,40.0,50.0,40.0,270.0,6,"1 | 1, 2º andar | quadrante 4",,6,
Lavrador,,2019-03-20,,35.0,40.0,35.0,196.0,6,"3 | 5, 2º andar | quadrante 1",,7,
Lavrador,,2019-03-21,,36.0,55.0,45.0,208.0,6,"5 | 3, 2º andar | quadrante 4",,4,
Lavrador,,2019-03-22,,31.0,50.0,40.0,228.0,6,"2 | 7, 1º andar | quadrante 3",,31,
Lázaro,,2023-05-03,,57.0,55.0,45.0,341.0,4,,,57,
Lázaro,,2023-05-04,,76.0,60.0,50.0,255.0,4,,,76,
Lázaro,,2023-05-05,,73.0,,,,4,,,73,
Lázaro,,2023-05-06,,70.0,,,,4,,,70,
Lázaro,,2023-05-07,,47.0,,,,4,,,47,
Leão,,2024-02-26,,47.0,65.0,60.0,192.0,,,,47,
Leão,,2024-02-27,,92.0,55.0,50.0,185.0,,,,92,
Leão,,2024-02-28,,57.0,65.0,60.0,,,,,57,
Leão,,2024-03-01,,55.0,70.0,60.0,180.0,,,,55,
Leão,,2024-03-02,,61.0,60.0,55.0,,,,,61,
Leão,,2024-03-03,,54.0,70.0,60.0,278.0,,,,54,
Lider,,,genequino,,,,,3,,,25,
Liopele,,2022-02-07,,27.0,,,,6,,,27,
Liopele,,2022-02-08,,64.0,,,,6,,,64,
Liopele,,2022-02-09,,25.0,,,,6,,,25,
Liopele,,2022-02-10,,39.0,,,,6,,,39,
Lord Plus,,,Genequino,104.0,,,,,,,10,
Loulou DLG,,,HDLG,40.0,,,,,,,24,
Luft,,,11.11.2024,80.0,0.0,,247.0,5,,,64,
Luft,,,12.11.2024,79.0,0.0,,289.0,5,,,73,
Luft,,,13.11.2024,56.0,0.0,,218.0,5,,,43,
Marechal do Castanheiro,,2025-06-02,,50.0,60.0,,261.0,6,,,50,
Marechal do Castanheiro,,2025-06-05,,53.0,40.0,,267.0,6,,,53,
Marechal do Castanheiro,,2025-06-07,,30.0,40.0,,102.0,6,,,30,
Marechal do Castanheiro,,2025-06-08,,72.0,,,,6,,,72,
Marechal do Castanheiro,,2025-06-09,,34.0,,,,6,,,34,
Marechal do Castanheiro,,2025-06-11,,53.0,50.0,,237.0,6,,,8,
Marechal do Castanheiro,,2025-06-12,,40.0,40.0,,209.0,6,,,28,
Marechal do Castanheiro,,2025-06-13,,28.0,,,,6,,,28,
Marechal do Castanheiro,,2025-06-14,,43.0,60.0,,278.0,6,,,43,
Marechal do Castanheiro,,2025-06-15,,88.0,50.0,,258.0,6,,,75,
Marechal do Castanheiro,,2025-06-16,,26.0,40.0,,196.0,6,,,6,
Marechal do Castanheiro,,2025-06-19,,37.0,35.0,,,6,,,19,
Marechal do Castanheiro,,2025-06-21,,66.0,55.0,,229.0,6,,,10,
Marechal do Castanheiro,,2025-06-24,,42.0,60.0,,193.0,6,,,10,
Marechal do Castanheiro,,2025-06-25,,76.0,60.0,,307.0,6,,,9,
Marquês do Lis,,2023-08-07,,62.0,35.0,25.0,203.0,8,,,62,
Marquês do Lis,,2023-08-11,,68.0,40.0,30.0,269.0,8,,,68,
Marquês do Lis,,2023-08-12,,49.0,50.0,40.0,290.0,6,,,49,
Mistral,,,espanha,37.0,,,,,,,29,
Mistral,,2024-03-12,,81.0,,,,,,,13,
Mozart,,2021-04-07,,56.0,,,,,"6 | 10, 2º andar | quadrante 1",,56,
Mozart,,2021-04-09,,25.0,,,,,"7 | 8, 2º andar | quadrante 1",,25,
Mozart,,2021-04-12,,26.0,,,,,"8 | 8, 2º andar | quadrante 2",,26,
Mozart,,2021-04-15,,45.0,,,,,"8 | 4, 1º andar | quadrante 2",,45,
Nadal,,2025-04-26,,36.0,40.0,,235.0,6,,,36,
Nadal,,2025-04-27,,58.0,50.0,,260.0,6,,,58,
Nadal,,2025-04-28,,76.0,,,,6,,,76,
Nadal,,2025-04-29,,37.0,50.0,,249.0,6,,,37,
Nadal,,2025-04-30,,44.0,50.0,,278.0,6,,,44,
Nadal,,2025-05-01,,62.0,40.0,,232.0,6,,,62,
Negro,,,,18.0,,,,,,,18,
Neptuno,,2024-06-30,,34.0,,,,,,,34,
Neptuno,,2024-07-01,,36.0,,,,,,,36,
Neptuno,,2024-07-02,,23.0,,,,,,,23,
Neptuno,,2024-07-04,,33.0,,,,,,,33,
Neptuno,,2024-07-05,,41.0,,,,,,,41,
Nescafé,,2022-02-08,,33.0,,,,6,,,33,
Nescafé,,2022-02-09,,53.0,,,,6,,,53,
Nescafé,,2022-02-10,,47.0,,,,6,,,47,
Nove,,2023-02-27,,30.0,40.0,35.0,252.0,6,,,14,
Nove,,2023-02-28,,22.0,45.0,40.0,255.0,6,,,22,
Nove,,2023-03-01,,33.0,35.0,35.0,228.0,6,,,33,
Nove,,2023-03-02,,32.0,45.0,40.0,205.0,6,,,32,
Nove,,2023-03-03,,27.0,40.0,35.0,226.0,6,,,27,
Nove,,2023-03-04,,23.0,50.0,4.0,184.0,6,,,23,
Nove,,2023-03-05,,26.0,40.0,35.0,178.0,6,,,26,
Nove,,2023-03-06,,22.0,35.0,30.0,270.0,6,,,22,
Nove,,2023-03-07,,23.0,50.0,45.0,181.0,6,,,23,
Nove,,2024-01-05,,33.0,50.0,45.0,138.0,6,,,33,
Nove,,2024-01-06,,31.0,65.0,60.0,192.0,6,,,31,
Nove,,2024-01-07,,66.0,60.0,55.0,113.0,6,,,66,
Nove,,2024-01-08,,30.0,40.0,35.0,252.0,6,,,30,
Nove,,2024-01-09,,20.0,60.0,55.0,205.0,6,,,20,
Nove,,2024-01-10,,34.0,60.0,50.0,261.0,6,,,34,
Nove,,2024-01-11,,46.0,60.0,50.0,271.0,6,,,34,
Nove,,2024-01-12,,24.0,60.0,55.0,253.0,6,,,11,
Nove,,2024-01-13,,35.0,60.0,55.0,139.0,6,,,35,
Nove,,2024-01-14,,31.0,60.0,55.0,245.0,6,,,31,
Nobre Saramunheiro,,2022-02-07,,22.0,,,,4,"10 | 1, 1º andar | quad 2",,6,
Nobre Saramunheiro,,2022-02-08,,60.0,,,,4,"10 | 1, 1º andar | quad 1",,40,
Nobre Saramunheiro,,2022-02-09,,45.0,,,,4,"10 | 1, 2º andar | quad 4",,25,
Nobre Saramunheiro,,2022-02-10,,60.0,,,,4,"10 | 4, 1º andar | quad 3",,60,
Nobre Saramunheiro,,2022-02-11,,58.0,,,,4,"7 | 9, 2º andar | quad 2",,58,
Nobre Saramunheiro,,2022-02-12,,62.0,,,,4,"10 | 4, 2º andar | quad 2",,50,
Nobre Saramunheiro,,2022-02-13,,32.0,,,,4,"10 | 4, 2º andar | quad 1",,20,
Nobre Saramunheiro AM,,,24.09.2023,85.0,45.0,35.0,206.0,4,,,79,
Nobre Saramunheiro AM,,,25.09.2023,91.0,50.0,40.0,190.0,4,,,91,
Nobre Saramunheiro AM,,2023-09-26,,89.0,55.0,45.0,226.0,4,,,79,
Nobre Saramunheiro AM,,2023-09-27,,102.0,55.0,40.0,240.0,4,,,102,
Nobre Saramunheiro AM,,2023-09-27,,91.0,,,,4,,,30,
Nobre Saramunheiro AM,,2023-09-30,,86.0,,,,4,,,28,
Nobre Saramunheiro AM,,2023-10-01,,72.0,50.0,40.0,244.0,4,,,72,
Nobre Saramunheiro AM,,2023-10-02,,75.0,45.0,40.0,263.0,4,,,75,
Nobre Saramunheiro AM,,2023-10-03,,87.0,,,,4,,,87,
Nobre Saramunheiro AM,,2023-10-04,,83.0,60.0,55.0,228.0,4,,,83,
Nobre Saramunheiro AM,,2023-10-07,,79.0,,,,4,,,79,
Nobre Saramunheiro AM,,2023-10-08,,80.0,60.0,5.0,233.0,4,,,80,
Nobre Saramunheiro AM,,2023-10-09,,53.0,,,,4,,,17,
Nobre Saramunheiro AM,,2023-10-10,,77.0,,,,4,,,47,
Notavel do Lagar,,2021-03-20,,9.0,,,,15,,,9,
Notavel do Lagar,,2021-03-24,,12.0,,,,15,,,3,
Notavel do Lagar,,2021-03-25,,15.0,,,,15,,,1,
Notavel do Lagar,,2021-03-26,,25.0,,,,15,,,12,
Notavel do Lagar,,2021-03-28,,21.0,,,,15,,,8,
Nuelo das Lezirias,,2021-12-24,,21.0,,,,2,"6 | 10, 2º andar | quadrante 3",,6,
Nuelo das Lezirias,,2022-01-30,,27.0,,,,2,"7 | 7, 1º andar | quadrante 4",,16,
Nuelo das Lezirias,,2020-02-09,,47.0,55.0,45.0,408.0,Não exportar,"10 | 2, 2º andar | quad 4",,1,
Nuelo das Lezirias,,2021-02-10,,43.0,50.0,45.0,384.0,Não exportar,"9 | 4, 2º andar | quad 1",,13,
Nuelo das Lezirias,,2022-12-21,,62.0,55.0,45.0,280.0,2,"5 | 1, 1º andar | quadrante 3",,23,
Nuelo das Lezirias,,2024-01-03,,36.0,60.0,55.0,141.0,2,,,15,
Nuelo das Lezirias,,2024-01-06,,66.0,70.0,65.0,183.0,2,,,5,
Nuelo das Lezirias,,2024-01-07,,77.0,70.0,60.0,173.0,2,,,10,
Nuelo das Lezirias,,2024-01-11,,58.0,75.0,70.0,232.0,2,,,26,
Nuelo das Lezirias,,2024-01-12,,56.0,60.0,50.0,235.0,2,,,46,
Nuelo das Lezirias,,2024-01-13,,41.0,60.0,50.0,216.0,2,,,4,
Nuelo das Lezirias,,2024-01-15,,58.0,60.0,50.0,322.0,2,,,13,
Nuelo das Lezirias,,2024-01-16,,48.0,70.0,60.0,314.0,2,,,7,
Nuelo das Lezirias,,2024-01-17,,70.0,50.0,40.0,155.0,2,,,19,
Nuelo das Lezirias,,2024-01-18,,78.0,60.0,50.0,202.0,2,,,10,
Nuelo das Lezirias,,2024-01-19,,61.0,50.0,40.0,252.0,2,,,53,
Nuelo das Lezirias,,2024-01-23,,42.0,,,,2,,,42,
Nuelo das Lezirias,,2024-01-24,,42.0,,,,2,,,42,
Nuelo das Lezirias,,2024-01-25,,61.0,,,,2,,,43,
Nuelo das Lezirias,,2024-01-26,,67.0,,,,2,,,67,
Nuelo das Lezirias,,2024-01-27,,61.0,,,,2,,,61,
Nuelo das Lezirias,,2024-01-29,,38.0,,,,2,,,38,
Nuelo das Lezirias,,2024-01-30,,60.0,,,,2,,,60,
Nuelo das Lezirias,,2024-02-01,,67.0,,,,2,,,67,
Nuelo das Lezirias,,2024-02-02,,41.0,,,,2,,,5,
Nuelo das Lezirias,,2024-02-05,,56.0,,,,2,,,56,
Nuelo das Lezirias,,2024-02-07,,60.0,,,,2,,,60,
Nuelo das Lezirias,,2024-02-08,,52.0,,,,2,,,52,
Nuelo das Lezirias,,2024-02-09,,47.0,,,,2,,,9,
Nuelo das Lezirias,,2024-02-10,,63.0,,,,2,,,54,
Nuelo das Lezirias,,2024-02-11,,50.0,,,,2,,,50,
Nuelo das Lezirias,,2024-02-12,,29.0,,,,2,,,29,
Nuelo das Lezirias,,2024-02-13,,40.0,,,,2,,,21,
Nuelo das Lezirias,,2024-02-15,,52.0,,,,2,,,10,
Nuelo das Lezirias,,2024-02-16,,50.0,,,,2,,,35,
Nuelo das Lezirias,,2021-12-28,,57.0,,,,2,,,8,
Nuelo das Lezirias,,2021-12-29,,37.0,,,,2,,,37,
Nuelo das Lezirias,,2021-12-31,,49.0,,,,2,,,19,
Nuelo das Lezirias,,2022-01-04,,58.0,,,,2,,,33,
Nuelo das Lezirias,,2022-01-05,,57.0,,,,2,,,17,
Nuelo das Lezirias,,2022-01-06,,33.0,,,,2,,,2,
Nuelo das Lezirias,,2022-01-09,,33.0,,,,2,,,23,
Dom Pedro,,2025-06-05,,68.0,20.0,,,,,,68,
Dom Pedro,,2025-06-14,,54.0,60.0,,284.0,,,,54,
Dom Pedro,,2025-06-17,,48.0,55.0,,272.0,,,,48,
Dom Pedro,,2025-06-19,,91.0,50.0,,302.0,,,,18,
Dom Pedro,,2025-06-21,,67.0,50.0,,151.0,,,,67,
Dom Pedro,,2025-06-22,,102.0,10.0,,,,,,102,
Dom Pedro,,2025-06-24,,67.0,40.0,,151.0,,,,67,
Dom Pedro,,2025-06-25,,36.0,35.0,,197.0,,,,36,
Dom Pedro,,2025-06-26,,92.0,30.0,,280.0,,,,60,
